student_id,student_gender,student_age,course_name,watch_time,duration_sec,engagement,timestamp,source_file,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,_source_file,Education Level,Institution Type,IT Student,Location,Load-shedding,Financial Condition,Internet Type,Network Type,Class Duration,Self Lms,Device,Adaptivity Level,first_name,last_name,score,hours_studied,assignments_completed,participation,metadata,transcript
students_adaptability_level_online_education.csv_1156,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Government,Yes,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_1157,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,Yes,Yes,Low,Rich,Wifi,4G,1-3,No,Computer,High,,,,,,,,
students_adaptability_level_online_education.csv_1158,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,No,No,Low,Mid,Mobile Data,2G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_1159,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_1160,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,No,High,Mid,Mobile Data,3G,1-3,Yes,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_1161,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Government,No,No,Low,Mid,Mobile Data,3G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_1162,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,No,High,Poor,Mobile Data,3G,1-3,Yes,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_1163,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,3-6,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_1164,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,3-6,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_1165,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,No,High,Mid,Mobile Data,3G,1-3,Yes,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_1166,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Wifi,4G,1-3,No,Computer,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_1167,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,No,Yes,Low,Mid,Mobile Data,4G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_1168,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,No,Low,Mid,Wifi,4G,3-6,Yes,Computer,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_1169,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Non Government,No,No,Low,Mid,Mobile Data,3G,3-6,Yes,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_1170,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,No,High,Poor,Mobile Data,3G,3-6,Yes,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_1171,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,Yes,Yes,Low,Rich,Wifi,4G,1-3,No,Mobile,High,,,,,,,,
students_adaptability_level_online_education.csv_1172,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,No,No,High,Mid,Mobile Data,4G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_1173,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Government,No,No,Low,Mid,Mobile Data,4G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_1174,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,No,Yes,Low,Mid,Mobile Data,4G,3-6,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_1175,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_1176,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,Yes,Yes,Low,Rich,Wifi,4G,1-3,No,Computer,High,,,,,,,,
students_adaptability_level_online_education.csv_1177,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Government,No,No,Low,Mid,Mobile Data,3G,0,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_1178,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_1179,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Rich,Wifi,3G,1-3,No,Mobile,High,,,,,,,,
students_adaptability_level_online_education.csv_1180,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_1181,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Government,Yes,Yes,Low,Mid,Mobile Data,4G,1-3,Yes,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_1182,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,1-3,Yes,Computer,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_1183,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Government,No,No,High,Poor,Mobile Data,4G,0,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_1184,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_1185,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_1186,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_1187,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Non Government,No,No,Low,Mid,Wifi,4G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_1188,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Rich,Wifi,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_1189,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,High,Mid,Wifi,4G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_1190,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,1-3,Yes,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_1191,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_1192,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Government,No,No,Low,Mid,Wifi,4G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_1193,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,High,Poor,Wifi,4G,1-3,Yes,Computer,High,,,,,,,,
students_adaptability_level_online_education.csv_1194,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,No,Low,Mid,Mobile Data,3G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_1195,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,High,Poor,Wifi,4G,1-3,Yes,Computer,High,,,,,,,,
students_adaptability_level_online_education.csv_1196,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Government,No,No,High,Mid,Mobile Data,3G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_1197,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,4G,3-6,No,Computer,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_1198,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Government,Yes,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_1199,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,3-6,No,Computer,Low,,,,,,,,
students_adaptability_level_online_education.csv_1200,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Non Government,No,Yes,Low,Mid,Wifi,4G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_1201,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Non Government,No,No,High,Mid,Wifi,4G,3-6,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_1202,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_1203,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Non Government,No,No,Low,Mid,Wifi,4G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_1204,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1-3,No,Mobile,Moderate,,,,,,,,
students_synthetic.csv_0,Male,17.0,Biology,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Thomas,Hoover,7.86,29.4,2.0,33.0,,
students_synthetic.csv_1,Male,16.0,AI,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Todd,Lucas,8.52,0.7,10.0,56.0,,
students_synthetic.csv_2,Male,21.0,Computer Science,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Daniel,Todd,16.86,34.7,6.0,79.0,,
students_synthetic.csv_3,Female,18.0,Math,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Christopher,Garcia,0.44,1.2,6.0,95.0,,
students_synthetic.csv_4,Female,21.0,Biology,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Timothy,Shepherd,14.2,26.8,3.0,45.0,,
students_synthetic.csv_5,Female,19.0,AI,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Cheryl,Cruz,3.49,0.1,3.0,81.0,,
students_synthetic.csv_6,Female,23.0,Computer Science,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Corey,Molina,8.97,16.2,2.0,79.0,,
students_synthetic.csv_7,Male,19.0,Physics,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Daniel,Powers,15.18,11.5,6.0,18.0,,
students_synthetic.csv_8,Male,18.0,Computer Science,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Tammy,Price,1.65,39.5,3.0,7.0,,
students_synthetic.csv_9,Female,24.0,Biology,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Adrienne,Baker,17.89,27.4,4.0,13.0,,
students_synthetic.csv_10,Female,23.0,Biology,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Samantha,Decker,18.64,15.7,7.0,86.0,,
students_synthetic.csv_11,Male,21.0,Physics,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Thomas,Smith,4.63,27.4,2.0,54.0,,
students_synthetic.csv_12,Female,20.0,Math,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Elaine,Pena,10.86,20.6,4.0,83.0,,
students_synthetic.csv_13,Female,23.0,Biology,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Darren,Smith,18.08,25.9,2.0,17.0,,
students_synthetic.csv_14,Female,23.0,Biology,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Sharon,Fleming,16.96,8.6,8.0,47.0,,
students_synthetic.csv_15,Female,22.0,Computer Science,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,John,Giles,1.82,7.5,3.0,46.0,,
students_synthetic.csv_16,Female,15.0,Biology,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Amanda,Lambert,13.07,0.0,6.0,84.0,,
students_synthetic.csv_17,Male,22.0,Biology,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Paula,Mills,12.02,18.1,2.0,97.0,,
students_synthetic.csv_18,Male,16.0,AI,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Melissa,Mcgrath,2.48,15.0,9.0,33.0,,
students_synthetic.csv_19,Male,19.0,Computer Science,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Amanda,Clark,11.35,22.4,7.0,42.0,,
students_synthetic.csv_20,Female,24.0,Computer Science,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Jacqueline,Deleon,1.57,30.7,2.0,62.0,,
students_synthetic.csv_21,Female,15.0,Physics,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Deborah,Anderson,14.17,22.6,6.0,17.0,,
students_synthetic.csv_22,Female,19.0,Math,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Stephanie,Robertson,19.83,5.1,8.0,9.0,,
students_synthetic.csv_23,Female,16.0,Physics,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Stephanie,Hammond,16.34,23.7,6.0,34.0,,
students_synthetic.csv_24,Female,19.0,AI,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Robert,Brooks,2.51,36.8,1.0,69.0,,
students_synthetic.csv_25,Female,17.0,Biology,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Melissa,Madden,7.7,5.0,1.0,93.0,,
students_synthetic.csv_26,Male,24.0,Physics,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Sarah,Dalton,12.59,2.8,1.0,14.0,,
students_synthetic.csv_27,Female,22.0,Computer Science,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Donna,Jackson,11.73,22.9,10.0,10.0,,
students_synthetic.csv_28,Male,21.0,Physics,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Sean,Christensen,7.37,3.5,2.0,59.0,,
students_synthetic.csv_29,Male,17.0,Math,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Crystal,Baldwin,16.95,38.9,1.0,23.0,,
students_synthetic.csv_30,Female,20.0,Computer Science,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Justin,Brown,6.26,37.0,3.0,26.0,,
students_synthetic.csv_31,Male,18.0,Math,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Theresa,Rogers,10.78,31.3,3.0,77.0,,
students_synthetic.csv_32,Male,20.0,Math,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Kelly,Williams,8.85,16.7,4.0,21.0,,
students_synthetic.csv_33,Male,25.0,Biology,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Kyle,Johnson,11.67,24.8,9.0,99.0,,
students_synthetic.csv_34,Male,16.0,Math,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Cynthia,Wade,1.6,12.2,4.0,81.0,,
students_synthetic.csv_35,Female,25.0,Computer Science,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Timothy,Hernandez,12.33,29.6,4.0,42.0,,
students_synthetic.csv_36,Female,17.0,AI,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Michael,Rogers,0.99,7.7,1.0,18.0,,
students_synthetic.csv_37,Female,20.0,Biology,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Michelle,Jones,10.59,30.5,4.0,18.0,,
students_synthetic.csv_38,Male,20.0,Computer Science,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Jessica,Wallace,7.91,37.7,8.0,56.0,,
students_synthetic.csv_39,Male,23.0,Math,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Sabrina,Rose,18.65,12.2,4.0,27.0,,
students_synthetic.csv_40,Male,25.0,Biology,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Miranda,Young,4.45,7.5,6.0,58.0,,
students_synthetic.csv_41,Male,15.0,Computer Science,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Chelsea,Shaw,15.14,14.1,1.0,14.0,,
students_synthetic.csv_42,Male,20.0,Physics,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,William,Todd,3.34,34.6,9.0,33.0,,
students_synthetic.csv_43,Male,17.0,AI,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Kelsey,Weber,13.33,15.6,7.0,35.0,,
students_synthetic.csv_44,Female,21.0,Physics,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Angela,Cook,10.85,19.9,6.0,75.0,,
students_synthetic.csv_45,Female,20.0,Math,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Meghan,Walker,15.92,4.7,3.0,93.0,,
students_synthetic.csv_46,Male,18.0,Computer Science,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,John,Burns,2.61,27.3,9.0,14.0,,
students_synthetic.csv_47,Male,21.0,Math,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Gabriela,Johnson,7.61,3.5,1.0,53.0,,
students_synthetic.csv_48,Female,21.0,Computer Science,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Douglas,Kim,13.2,13.3,4.0,37.0,,
students_synthetic.csv_49,Male,16.0,Math,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,David,Rice,11.1,24.4,6.0,19.0,,
students_synthetic.csv_50,Female,23.0,Math,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Valerie,Coleman,6.45,21.5,7.0,98.0,,
students_synthetic.csv_51,Female,21.0,Physics,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Amy,Gray,0.08,7.7,6.0,0.0,,
students_synthetic.csv_52,Male,24.0,Math,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,William,Lee,15.59,33.3,5.0,34.0,,
students_synthetic.csv_53,Male,22.0,Math,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Aaron,Griffin,7.73,16.0,2.0,8.0,,
students_synthetic.csv_54,Male,24.0,Computer Science,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Hayley,Stanton,4.25,36.0,0.0,66.0,,
students_synthetic.csv_55,Male,18.0,Computer Science,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Timothy,Marsh,12.67,16.8,10.0,54.0,,
students_synthetic.csv_56,Female,19.0,Biology,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Randy,Parker,5.33,18.5,0.0,15.0,,
students_synthetic.csv_57,Male,17.0,Physics,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Christopher,Riley,4.35,6.1,0.0,98.0,,
students_synthetic.csv_58,Female,25.0,AI,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Amber,Washington,11.38,33.4,9.0,98.0,,
students_synthetic.csv_59,Male,16.0,Math,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Alisha,Lawrence,5.28,28.3,5.0,73.0,,
students_synthetic.csv_60,Male,24.0,Math,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Steve,Scott,1.06,26.2,5.0,27.0,,
students_synthetic.csv_61,Male,25.0,AI,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Robin,King,2.99,26.5,7.0,77.0,,
students_synthetic.csv_62,Male,17.0,Physics,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Brittany,Smith,16.89,37.3,7.0,62.0,,
students_synthetic.csv_63,Female,22.0,Physics,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Amy,Stevenson,15.08,10.2,10.0,56.0,,
students_synthetic.csv_64,Male,20.0,Biology,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Paula,Martin,11.61,8.5,6.0,51.0,,
students_synthetic.csv_65,Male,19.0,Physics,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Amanda,Cox,17.81,35.5,0.0,93.0,,
students_synthetic.csv_66,Male,19.0,Physics,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Heidi,Washington,17.66,23.3,4.0,65.0,,
students_synthetic.csv_67,Male,18.0,Physics,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Ana,Butler,15.64,38.4,2.0,59.0,,
students_synthetic.csv_68,Female,21.0,AI,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Chloe,Dawson,18.97,3.6,8.0,100.0,,
students_synthetic.csv_69,Male,24.0,Biology,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Julie,Watkins,5.38,16.8,0.0,81.0,,
students_synthetic.csv_70,Female,20.0,Math,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Jason,Ryan,14.79,22.3,1.0,57.0,,
students_synthetic.csv_71,Female,20.0,AI,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Kathleen,Snyder,11.36,28.9,2.0,19.0,,
students_synthetic.csv_72,Male,18.0,Math,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Brett,Fox,7.11,27.4,9.0,70.0,,
students_synthetic.csv_73,Female,19.0,Computer Science,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Crystal,Webster,11.07,27.3,8.0,53.0,,
students_synthetic.csv_74,Female,19.0,AI,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Cody,Compton,12.75,32.3,4.0,40.0,,
students_synthetic.csv_75,Female,24.0,Math,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Karen,Rodriguez,17.69,37.5,5.0,9.0,,
students_synthetic.csv_76,Female,20.0,AI,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Emily,Young,8.35,37.8,5.0,67.0,,
students_synthetic.csv_77,Female,15.0,Computer Science,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Gabriella,Matthews,19.17,30.2,10.0,14.0,,
students_synthetic.csv_78,Female,20.0,Math,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Katie,Murphy,8.0,29.6,4.0,39.0,,
students_synthetic.csv_79,Male,19.0,Math,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Michelle,Chen,5.54,22.5,9.0,44.0,,
students_synthetic.csv_80,Female,24.0,Math,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Kristina,Bauer,12.57,36.8,5.0,62.0,,
students_synthetic.csv_81,Male,16.0,Biology,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Charles,Porter,12.64,29.8,6.0,74.0,,
students_synthetic.csv_82,Female,24.0,Biology,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Brian,Smith,3.24,19.1,7.0,97.0,,
students_synthetic.csv_83,Female,24.0,Physics,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Christopher,Galloway,0.45,28.6,1.0,63.0,,
students_synthetic.csv_84,Female,23.0,Math,,,,,students_synthetic.csv,,,,,,,,students_synthetic.csv,,,,,,,,,,,,,Melissa,Clements,7.08,23.1,3.0,72.0,,
